Rand,Vb,phi,Sw,So,Bo,RF,RESERVE
0.07753409172717718,14205.842505950402,0.21459198884742717,0.22050260809711403,0.779497391902886,1.2,0.3526048143197166,5416913.912732079
0.831205255690418,28093.810689161684,0.2808077536594648,0.32125225210475405,0.678747747895246,1.2,0.43196463250949535,14953569.301848657
0.46438561478020246,21978.55289463461,0.25018531024562124,0.2675369329709797,0.7324630670290203,1.2,0.3970203022550549,10337794.068545371
0.16201247900274895,16747.047514987426,0.22554852087248417,0.2340925135145751,0.765907486485425,1.2,0.36712598579992817,6866543.970130622
0.5479752920930067,23203.194034126904,0.25586401289483696,0.27749803636648906,0.7225019636335109,1.2,0.40401825162358235,11203804.567144409
0.5884858218423425,23804.634732061448,0.2588054003915813,0.2826575713503071,0.7173424286496929,1.2,0.4074550556117797,11641518.028169394
0.7736131690757343,26879.66053770802,0.2746114534115619,0.3103832224598393,0.6896167775401607,1.2,0.42502663164404586,13987333.107697116
0.6558454580069033,24840.046471848094,0.26403745598941036,0.2918352039893796,0.7081647960106203,1.2,0.41337169412484626,12412565.15305939
0.557706759478423,23346.75237519064,0.2565581487600941,0.27871563122071386,0.7212843687792861,1.2,0.4048385850010894,11307568.783681205
0.17824726657014334,17121.285947326392,0.22728711143608632,0.23624896970573206,0.7637510302942679,1.2,0.3692644911275794,7095272.435904988
0.24058353121801312,18390.844055092846,0.23331918216564693,0.24373083262537587,0.7562691673746241,1.2,0.37651910888624485,7899217.163201319
0.5060546323688593,22588.534222878232,0.25295596338641757,0.2723969800826869,0.7276030199173131,1.2,0.4005059098450185,10764774.177080283
0.396745698829829,20972.952560751022,0.24562927692207284,0.26003415666889707,0.7399658433311029,1.2,0.391274014632863,9642750.129946282
0.48305518544294146,22252.158405602167,0.25141284513504564,0.2696901716084773,0.7303098283915227,1.2,0.3985837623177267,10528218.327473111
0.9557398410881859,32435.65541794667,0.2999309331034672,0.35479652787677335,0.6452034721232267,1.2,0.45677517381683813,18535813.592239894
0.9016021928073807,30029.28698502913,0.2900764299347014,0.3375105858158682,0.6624894141841318,1.2,0.44302449705730934,16528470.834947502
0.5057593219775152,22584.21572135602,0.25293592489264755,0.2723618302393752,0.7276381697606248,1.2,0.400481232693463,10761720.334006462
0.8207014851629149,27855.243308349425,0.27960672723067026,0.3191455123832062,0.6808544876167938,1.2,0.4306013903334253,14762259.443651767
0.8277159260749811,28013.536748219496,0.280404734213322,0.3205453092304017,0.6794546907695983,1.2,0.43150592427554,14889121.621094642
0.23183334760205443,18225.202072560667,0.23252411211649252,0.2427446696001089,0.7572553303998911,1.2,0.3755725832717753,7791930.973542588
0.07905548640493043,14266.521950586122,0.21483209201735645,0.22080041942667608,0.779199580573324,1.2,0.3529515540033493,5449411.504006473
0.4657629264790665,21998.76947639214,0.2502751309141387,0.26769448884622515,0.7323055111537748,1.2,0.39713582557938365,10351802.659201015
0.8789758084042731,29324.312758376098,0.2868138561516841,0.3317876528159158,0.6682123471840842,1.2,0.4389960729050063,15950401.960674206
0.14750305870585345,16391.31779996212,0.22391937289965216,0.23207180415040746,0.7679281958495925,1.2,0.3650932445712121,6652708.2769787945
0.2312513053105275,18214.062213029432,0.23247069791541122,0.2426784174375648,0.7573215825624352,1.2,0.37550892693159676,7784740.926206997
0.9179458057039298,30616.41870047013,0.29267431303527325,0.3420675742290257,0.6579324257709743,1.2,0.4463795354312579,17013477.54037309
0.12906352760617068,15903.497275154696,0.22172846537934243,0.22935431782249627,0.7706456821775037,1.2,0.3623056987151697,6365207.030286837
0.9164077220658395,30557.624754127362,0.2924193957789018,0.341620419781105,0.658379580218895,1.2,0.44604357002358497,16964768.353525665
0.23479755091129706,18281.69496796344,0.23279510365810693,0.24308079323950957,0.7569192067604904,1.2,0.375895399816934,7828442.494199539
0.6159867686395024,24220.584526391605,0.26088553133639336,0.2863063624030195,0.7136936375969805,1.2,0.40983191157938065,11948702.273916215
0.9515877600012642,32185.94320354159,0.2990106840514395,0.3531823042550922,0.6468176957449078,1.2,0.4553482468773805,18325128.895310465
0.25513081972233587,18659.156299268165,0.234609644627975,0.2453314543154979,0.7546685456845021,1.2,0.37805232171010383,8074479.7950929
0.45025514834499036,21770.73567583308,0.24926204651453512,0.2659320514945932,0.7340679485054068,1.2,0.3958327752904748,10194027.570069723
0.9725177804264937,33695.08381085738,0.3041858228756945,0.3622600982687722,0.6377399017312277,1.2,0.4639719074906137,19606917.232687905
0.23937099816163865,18368.09045651401,0.23320988064853665,0.24359526077872617,0.7564047392212738,1.2,0.3763890883229372,7884438.15910704
0.19868130269462891,17563.01149789918,0.22936640904398198,0.2388280209750052,0.7611719790249948,1.2,0.3717886371308525,7370148.4387183655
0.6879463769210276,25358.55304778643,0.266711277271653,0.296525396784949,0.703474603215051,1.2,0.4163345888444939,12806347.851549296
0.8450091946690719,28422.353618933023,0.28244449003792593,0.3241232776371958,0.6758767223628042,1.2,0.4338420206796173,15218112.072050225
0.4533161818168051,21815.823898808852,0.2494631500861759,0.26627794493652535,0.7337220550634747,1.2,0.39609042227890773,10225215.397901505
0.10137002753696178,15069.5946167017,0.21811914320864528,0.22487750464760262,0.7751224953523974,1.2,0.35754054066686686,5889243.557014192
0.622847970552664,24325.653693031552,0.26141601355343974,0.28723688976814,0.71276311023186,1.2,0.4104323068173232,12026852.628866611
0.08347593685978472,14437.956632736285,0.21551690238854082,0.22164982215301401,0.778350177846986,1.2,0.35393118075849306,5541782.188480661
0.05326709464893753,13085.181875245107,0.21038340840639055,0.21528250651710093,0.7847174934828991,1.2,0.34620103928711493,4835055.694532407
0.3454784779791955,20180.91903185756,0.24191080935833814,0.25462421702319676,0.7453757829768033,1.2,0.38674810875347176,9098466.928783018
0.9054752252177427,30161.47658195004,0.2906712521488124,0.33855397300176426,0.6614460269982357,1.2,0.4437798661825717,16637390.752340686
0.7986002073507064,27380.351956884788,0.2771895093101169,0.3149054316599381,0.6850945683400619,1.2,0.4278877254679131,14383503.982764747
0.3842269427484306,20782.67902425108,0.24474459017508268,0.25869255313180467,0.7413074468681953,1.2,0.39018673728143477,9511609.82121906
0.09272600446654555,14775.770168139316,0.21689354634180952,0.2233573388266892,0.7766426611733108,1.2,0.355861543817939,5726214.171800296
0.12672500961990707,15838.27719199926,0.22143970539040203,0.22899615513661425,0.7710038448633858,1.2,0.3619330125257101,6327274.92227716
